Drone Name,Unfolded Size,Load Capactiy,Tank Capacity,Motor Type,Rated Speed,Battery Type,Battery Capacity
R150-2022,1695 × 1205 × 1205 mm,200 kg (excluding payload system),150 L,Permanent Magnet Synchronous Motor (PMSM),1450 RPM,Lithium polymer battery,20000 mAh (962 Wh)
